"c","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.67401,1,0,0,50,0
0.67404,1,0.1,0.1,50,0
0.67407,1,0.2,0.2,50,0
0.6741,1,0.3,0.3,50,0
0.67413,1,0.4,0.4,50,0
0.67416,1,0.5,0.5,50,0
0.67419,1,0.6,0.6,50,0
0.67422,1,0.7,0.7,50,0
0.67425,1,0.8,0.8,50,0
0.67428,1,0.9,0.9,50,0
0.67431,1,1,1,50,0
0.6744,1,1.1,1.1,50,0
0.67448,1,1.2,1.2,50,0
0.67456,1,1.3,1.3,50,0
0.67464,1,1.4,1.4,50,0
0.67472,1,1.5,1.5,50,0
0.6748,1,1.6,1.6,50,0
0.67489,1,1.7,1.7,50,0
0.67497,1,1.8,1.8,50,0
0.67505,1,1.9,1.9,50,0
0.67513,1,2,2,50,0
0.67524,1,2.1,2.1,50,0
0.67535,1,2.2,2.2,50,0
0.67546,1,2.3,2.3,50,0
0.67557,1,2.4,2.4,50,0
0.67567,1,2.5,2.5,50,0
0.67578,1,2.6,2.6,50,0
0.67589,1,2.7,2.7,50,0
0.676,1,2.8,2.8,50,0
0.67611,1,2.9,2.9,50,0
0.67622,1,3,3,50,0
0.67631,1,3.1,3.1,50,0
0.67641,1,3.2,3.2,50,0
0.6765,1,3.3,3.3,50,0
0.6766,1,3.4,3.4,50,0
0.67669,1,3.5,3.5,50,0
0.67679,1,3.6,3.6,50,0
0.67689,1,3.7,3.7,50,0
0.67698,1,3.8,3.8,50,0
0.67708,1,3.9,3.9,50,0
0.67717,1,4,4,50,0
0.6772,1,4.1,4.1,50,0
0.67723,1,4.2,4.2,50,0
0.67726,1,4.3,4.3,50,0
0.67729,1,4.4,4.4,50,0
0.67732,1,4.5,4.5,50,0
0.67735,1,4.6,4.6,50,0
0.67738,1,4.7,4.7,50,0
0.67741,1,4.8,4.8,50,0
0.67744,1,4.9,4.9,50,0
0.67746,1,5,5,50,0
0.67736,1,5.1,5.1,50,0
0.67726,1,5.2,5.2,50,0
0.67715,1,5.3,5.3,50,0
0.67705,1,5.4,5.4,50,0
0.67695,1,5.5,5.5,50,0
0.67684,1,5.6,5.6,50,0
0.67674,1,5.7,5.7,50,0
0.67663,1,5.8,5.8,50,0
0.67653,1,5.9,5.9,50,0
0.67643,1,6,6,50,0
0.67611,1,6.1,6.1,50,0
0.67579,1,6.2,6.2,50,0
0.67547,1,6.3,6.3,50,0
0.67515,1,6.4,6.4,50,0
0.67483,1,6.5,6.5,50,0
0.67451,1,6.6,6.6,50,0
0.6742,1,6.7,6.7,50,0
0.67388,1,6.8,6.8,50,0
0.67356,1,6.9,6.9,50,0
0.67324,1,7,7,50,0
0.67261,1,7.1,7.1,50,0
0.67199,1,7.2,7.2,50,0
0.67136,1,7.3,7.3,50,0
0.67074,1,7.4,7.4,50,0
0.67011,1,7.5,7.5,50,0
0.66949,1,7.6,7.6,50,0
0.66886,1,7.7,7.7,50,0
0.66824,1,7.8,7.8,50,0
0.66761,1,7.9,7.9,50,0
0.66699,1,8,8,50,0
0.66597,1,8.1,8.1,50,0
0.66495,1,8.2,8.2,50,0
0.66394,1,8.3,8.3,50,0
0.66292,1,8.4,8.4,50,0
0.6619,1,8.5,8.5,50,0
0.66089,1,8.6,8.6,50,0
0.65987,1,8.7,8.7,50,0
0.65885,1,8.8,8.8,50,0
0.65783,1,8.9,8.9,50,0
0.65682,1,9,9,50,0
0.65537,1,9.1,9.1,50,0
0.65392,1,9.2,9.2,50,0
0.65247,1,9.3,9.3,50,0
0.65103,1,9.4,9.4,50,0
0.64958,1,9.5,9.5,50,0
0.64813,1,9.6,9.6,50,0
0.64668,1,9.7,9.7,50,0
0.64524,1,9.8,9.8,50,0
0.64379,1,9.9,9.9,50,0
0.64234,1,10,10,50,0
0.64052,1,10.1,10.1,50,0
0.63869,1,10.2,10.2,50,0
0.63687,1,10.3,10.3,50,0
0.63505,1,10.4,10.4,50,0
0.63323,1,10.5,10.5,50,0
0.6314,1,10.6,10.6,50,0
0.62958,1,10.7,10.7,50,0
0.62776,1,10.8,10.8,50,0
0.62594,1,10.9,10.9,50,0
0.62411,1,11,11,50,0
0.6221,1,11.1,11.1,50,0
0.62008,1,11.2,11.2,50,0
0.61806,1,11.3,11.3,50,0
0.61604,1,11.4,11.4,50,0
0.61402,1,11.5,11.5,50,0
0.61201,1,11.6,11.6,50,0
0.60999,1,11.7,11.7,50,0
0.60797,1,11.8,11.8,50,0
0.60595,1,11.9,11.9,50,0
0.60393,1,12,12,50,0
0.602,1,12.1,12.1,50,0
0.60006,1,12.2,12.2,50,0
0.59812,1,12.3,12.3,50,0
0.59618,1,12.4,12.4,50,0
0.59424,1,12.5,12.5,50,0
0.5923,1,12.6,12.6,50,0
0.59036,1,12.7,12.7,50,0
0.58842,1,12.8,12.8,50,0
0.58648,1,12.9,12.9,50,0
0.58454,1,13,13,50,0
0.58297,1,13.1,13.1,50,0
0.5814,1,13.2,13.2,50,0
0.57983,1,13.3,13.3,50,0
0.57825,1,13.4,13.4,50,0
0.57668,1,13.5,13.5,50,0
0.57511,1,13.6,13.6,50,0
0.57354,1,13.7,13.7,50,0
0.57197,1,13.8,13.8,50,0
0.5704,1,13.9,13.9,50,0
0.56882,1,14,14,50,0
0.56785,1,14.1,14.1,50,0
0.56687,1,14.2,14.2,50,0
0.56589,1,14.3,14.3,50,0
0.56491,1,14.4,14.4,50,0
0.56394,1,14.5,14.5,50,0
0.56296,1,14.6,14.6,50,0
0.56198,1,14.7,14.7,50,0
0.561,1,14.8,14.8,50,0
0.56002,1,14.9,14.9,50,0
0.55905,1,15,15,50,0
0.55879,1,15.1,15.1,50,0
0.55854,1,15.2,15.2,50,0
0.55829,1,15.3,15.3,50,0
0.55803,1,15.4,15.4,50,0
0.55778,1,15.5,15.5,50,0
0.55752,1,15.6,15.6,50,0
0.55727,1,15.7,15.7,50,0
0.55702,1,15.8,15.8,50,0
0.55676,1,15.9,15.9,50,0
0.55651,1,16,16,50,0
0.55701,1,16.1,16.1,50,0
0.55751,1,16.2,16.2,50,0
0.55801,1,16.3,16.3,50,0
0.55851,1,16.4,16.4,50,0
0.55901,1,16.5,16.5,50,0
0.55951,1,16.6,16.6,50,0
0.56001,1,16.7,16.7,50,0
0.56051,1,16.8,16.8,50,0
0.56101,1,16.9,16.9,50,0
0.56151,1,17,17,50,0
0.5627,1,17.1,17.1,50,0
0.56389,1,17.2,17.2,50,0
0.56508,1,17.3,17.3,50,0
0.56627,1,17.4,17.4,50,0
0.56746,1,17.5,17.5,50,0
0.56865,1,17.6,17.6,50,0
0.56984,1,17.7,17.7,50,0
0.57103,1,17.8,17.8,50,0
0.57222,1,17.9,17.9,50,0
0.57341,1,18,18,50,0
0.57513,1,18.1,18.1,50,0
0.57684,1,18.2,18.2,50,0
0.57856,1,18.3,18.3,50,0
0.58028,1,18.4,18.4,50,0
0.58199,1,18.5,18.5,50,0
0.58371,1,18.6,18.6,50,0
0.58543,1,18.7,18.7,50,0
0.58714,1,18.8,18.8,50,0
0.58886,1,18.9,18.9,50,0
0.59058,1,19,19,50,0
0.59258,1,19.1,19.1,50,0
0.59457,1,19.2,19.2,50,0
0.59657,1,19.3,19.3,50,0
0.59857,1,19.4,19.4,50,0
0.60057,1,19.5,19.5,50,0
0.60256,1,19.6,19.6,50,0
0.60456,1,19.7,19.7,50,0
0.60656,1,19.8,19.8,50,0
0.60856,1,19.9,19.9,50,0
0.61055,1,20,20,50,0
0.61255,1,20.1,20.1,50,0
0.61455,1,20.2,20.2,50,0
0.61654,1,20.3,20.3,50,0
0.61854,1,20.4,20.4,50,0
0.62054,1,20.5,20.5,50,0
0.62254,1,20.6,20.6,50,0
0.62453,1,20.7,20.7,50,0
0.62653,1,20.8,20.8,50,0
0.62853,1,20.9,20.9,50,0
0.63053,1,21,21,50,0
0.63229,1,21.1,21.1,50,0
0.63405,1,21.2,21.2,50,0
0.63581,1,21.3,21.3,50,0
0.63757,1,21.4,21.4,50,0
0.63933,1,21.5,21.5,50,0
0.64109,1,21.6,21.6,50,0
0.64285,1,21.7,21.7,50,0
0.64462,1,21.8,21.8,50,0
0.64638,1,21.9,21.9,50,0
0.64814,1,22,22,50,0
0.64953,1,22.1,22.1,50,0
0.65093,1,22.2,22.2,50,0
0.65232,1,22.3,22.3,50,0
0.65371,1,22.4,22.4,50,0
0.65511,1,22.5,22.5,50,0
0.6565,1,22.6,22.6,50,0
0.6579,1,22.7,22.7,50,0
0.65929,1,22.8,22.8,50,0
0.66069,1,22.9,22.9,50,0
0.66208,1,23,23,50,0
0.66309,1,23.1,23.1,50,0
0.6641,1,23.2,23.2,50,0
0.66511,1,23.3,23.3,50,0
0.66612,1,23.4,23.4,50,0
0.66713,1,23.5,23.5,50,0
0.66814,1,23.6,23.6,50,0
0.66915,1,23.7,23.7,50,0
0.67016,1,23.8,23.8,50,0
0.67117,1,23.9,23.9,50,0
0.67218,1,24,24,50,0
0.67286,1,24.1,24.1,50,0
0.67354,1,24.2,24.2,50,0
0.67422,1,24.3,24.3,50,0
0.6749,1,24.4,24.4,50,0
0.67558,1,24.5,24.5,50,0
0.67626,1,24.6,24.6,50,0
0.67694,1,24.7,24.7,50,0
0.67762,1,24.8,24.8,50,0
0.67831,1,24.9,24.9,50,0
0.67899,1,25,25,50,0
0.67942,1,25.1,25.1,50,0
0.67986,1,25.2,25.2,50,0
0.68029,1,25.3,25.3,50,0
0.68073,1,25.4,25.4,50,0
0.68117,1,25.5,25.5,50,0
0.6816,1,25.6,25.6,50,0
0.68204,1,25.7,25.7,50,0
0.68247,1,25.8,25.8,50,0
0.68291,1,25.9,25.9,50,0
0.68334,1,26,26,50,0
0.68361,1,26.1,26.1,50,0
0.68388,1,26.2,26.2,50,0
0.68415,1,26.3,26.3,50,0
0.68442,1,26.4,26.4,50,0
0.68468,1,26.5,26.5,50,0
0.68495,1,26.6,26.6,50,0
0.68522,1,26.7,26.7,50,0
0.68549,1,26.8,26.8,50,0
0.68576,1,26.9,26.9,50,0
0.68602,1,27,27,50,0
0.68618,1,27.1,27.1,50,0
0.68633,1,27.2,27.2,50,0
0.68649,1,27.3,27.3,50,0
0.68664,1,27.4,27.4,50,0
0.6868,1,27.5,27.5,50,0
0.68695,1,27.6,27.6,50,0
0.68711,1,27.7,27.7,50,0
0.68726,1,27.8,27.8,50,0
0.68742,1,27.9,27.9,50,0
0.68757,1,28,28,50,0
0.68764,1,28.1,28.1,50,0
0.68771,1,28.2,28.2,50,0
0.68778,1,28.3,28.3,50,0
0.68784,1,28.4,28.4,50,0
0.68791,1,28.5,28.5,50,0
0.68798,1,28.6,28.6,50,0
0.68805,1,28.7,28.7,50,0
0.68811,1,28.8,28.8,50,0
0.68818,1,28.9,28.9,50,0
0.68825,1,29,29,50,0
0.68821,1,29.1,29.1,50,0
0.68818,1,29.2,29.2,50,0
0.68815,1,29.3,29.3,50,0
0.68812,1,29.4,29.4,50,0
0.68808,1,29.5,29.5,50,0
0.68805,1,29.6,29.6,50,0
0.68802,1,29.7,29.7,50,0
0.68798,1,29.8,29.8,50,0
0.68795,1,29.9,29.9,50,0
0.68792,1,30,30,50,0
0.68771,1,30.1,30.1,50,0
0.68751,1,30.2,30.2,50,0
0.6873,1,30.3,30.3,50,0
0.68709,1,30.4,30.4,50,0
0.68689,1,30.5,30.5,50,0
0.68668,1,30.6,30.6,50,0
0.68648,1,30.7,30.7,50,0
0.68627,1,30.8,30.8,50,0
0.68607,1,30.9,30.9,50,0
0.68586,1,31,31,50,0
0.68531,1,31.1,31.1,50,0
0.68475,1,31.2,31.2,50,0
0.68419,1,31.3,31.3,50,0
0.68364,1,31.4,31.4,50,0
0.68308,1,31.5,31.5,50,0
0.68253,1,31.6,31.6,50,0
0.68197,1,31.7,31.7,50,0
0.68141,1,31.8,31.8,50,0
0.68086,1,31.9,31.9,50,0
0.6803,1,32,32,50,0
0.67903,1,32.1,32.1,50,0
0.67776,1,32.2,32.2,50,0
0.67649,1,32.3,32.3,50,0
0.67522,1,32.4,32.4,50,0
0.67394,1,32.5,32.5,50,0
0.67267,1,32.6,32.6,50,0
0.6714,1,32.7,32.7,50,0
0.67013,1,32.8,32.8,50,0
0.66886,1,32.9,32.9,50,0
0.66759,1,33,33,50,0
0.66498,1,33.1,33.1,50,0
0.66237,1,33.2,33.2,50,0
0.65976,1,33.3,33.3,50,0
0.65715,1,33.4,33.4,50,0
0.65454,1,33.5,33.5,50,0
0.65193,1,33.6,33.6,50,0
0.64932,1,33.7,33.7,50,0
0.64671,1,33.8,33.8,50,0
0.6441,1,33.9,33.9,50,0
0.64149,1,34,34,50,0
0.63682,1,34.1,34.1,50,0
0.63214,1,34.2,34.2,50,0
0.62747,1,34.3,34.3,50,0
0.6228,1,34.4,34.4,50,0
0.61812,1,34.5,34.5,50,0
0.61345,1,34.6,34.6,50,0
0.60878,1,34.7,34.7,50,0
0.6041,1,34.8,34.8,50,0
0.59943,1,34.9,34.9,50,0
0.59476,1,35,35,50,0
0.58793,1,35.1,35.1,50,0
0.58111,1,35.2,35.2,50,0
0.57428,1,35.3,35.3,50,0
0.56746,1,35.4,35.4,50,0
0.56063,1,35.5,35.5,50,0
0.55381,1,35.6,35.6,50,0
0.54698,1,35.7,35.7,50,0
0.54016,1,35.8,35.8,50,0
0.53333,1,35.9,35.9,50,0
0.52651,1,36,36,50,0
0.51892,1,36.1,36.1,50,0
0.51133,1,36.2,36.2,50,0
0.50374,1,36.3,36.3,50,0
0.49615,1,36.4,36.4,50,0
0.48856,1,36.5,36.5,50,0
0.48097,1,36.6,36.6,50,0
0.47338,1,36.7,36.7,50,0
0.46579,1,36.8,36.8,50,0
0.4582,1,36.9,36.9,50,0
0.45061,1,37,37,50,0
0.44433,1,37.1,37.1,50,0
0.43804,1,37.2,37.2,50,0
0.43176,1,37.3,37.3,50,0
0.42547,1,37.4,37.4,50,0
0.41919,1,37.5,37.5,50,0
0.4129,1,37.6,37.6,50,0
0.40662,1,37.7,37.7,50,0
0.40033,1,37.8,37.8,50,0
0.39404,1,37.9,37.9,50,0
0.38776,1,38,38,50,0
0.38371,1,38.1,38.1,50,0
0.37967,1,38.2,38.2,50,0
0.37562,1,38.3,38.3,50,0
0.37158,1,38.4,38.4,50,0
0.36754,1,38.5,38.5,50,0
0.36349,1,38.6,38.6,50,0
0.35945,1,38.7,38.7,50,0
0.3554,1,38.8,38.8,50,0
0.35136,1,38.9,38.9,50,0
0.34731,1,39,39,50,0
0.34513,1,39.1,39.1,50,0
0.34294,1,39.2,39.2,50,0
0.34076,1,39.3,39.3,50,0
0.33858,1,39.4,39.4,50,0
0.3364,1,39.5,39.5,50,0
0.33421,1,39.6,39.6,50,0
0.33203,1,39.7,39.7,50,0
0.32985,1,39.8,39.8,50,0
0.32766,1,39.9,39.9,50,0
0.32548,1,40,40,50,0
0.32443,1,40.1,40.1,50,0
0.32337,1,40.2,40.2,50,0
0.32232,1,40.3,40.3,50,0
0.32126,1,40.4,40.4,50,0
0.32021,1,40.5,40.5,50,0
0.31915,1,40.6,40.6,50,0
0.3181,1,40.7,40.7,50,0
0.31704,1,40.8,40.8,50,0
0.31599,1,40.9,40.9,50,0
0.31493,1,41,41,50,0
0.31446,1,41.1,41.1,50,0
0.31399,1,41.2,41.2,50,0
0.31352,1,41.3,41.3,50,0
0.31305,1,41.4,41.4,50,0
0.31258,1,41.5,41.5,50,0
0.31211,1,41.6,41.6,50,0
0.31164,1,41.7,41.7,50,0
0.31117,1,41.8,41.8,50,0
0.31069,1,41.9,41.9,50,0
0.31022,1,42,42,50,0
0.31003,1,42.1,42.1,50,0
0.30984,1,42.2,42.2,50,0
0.30964,1,42.3,42.3,50,0
0.30945,1,42.4,42.4,50,0
0.30926,1,42.5,42.5,50,0
0.30906,1,42.6,42.6,50,0
0.30887,1,42.7,42.7,50,0
0.30868,1,42.8,42.8,50,0
0.30848,1,42.9,42.9,50,0
0.30829,1,43,43,50,0
0.30822,1,43.1,43.1,50,0
0.30815,1,43.2,43.2,50,0
0.30809,1,43.3,43.3,50,0
0.30802,1,43.4,43.4,50,0
0.30795,1,43.5,43.5,50,0
0.30788,1,43.6,43.6,50,0
0.30781,1,43.7,43.7,50,0
0.30774,1,43.8,43.8,50,0
0.30767,1,43.9,43.9,50,0
0.3076,1,44,44,50,0
0.30759,1,44.1,44.1,50,0
0.30757,1,44.2,44.2,50,0
0.30755,1,44.3,44.3,50,0
0.30753,1,44.4,44.4,50,0
0.30751,1,44.5,44.5,50,0
0.3075,1,44.6,44.6,50,0
0.30748,1,44.7,44.7,50,0
0.30746,1,44.8,44.8,50,0
0.30744,1,44.9,44.9,50,0
0.30742,1,45,45,50,0
0.30742,1,45.1,45.1,50,0
0.30742,1,45.2,45.2,50,0
0.30742,1,45.3,45.3,50,0
0.30742,1,45.4,45.4,50,0
0.30742,1,45.5,45.5,50,0
0.30742,1,45.6,45.6,50,0
0.30742,1,45.7,45.7,50,0
0.30742,1,45.8,45.8,50,0
0.30741,1,45.9,45.9,50,0
0.30741,1,46,46,50,0
0.30741,1,46.1,46.1,50,0
0.30741,1,46.2,46.2,50,0
0.30741,1,46.3,46.3,50,0
0.30742,1,46.4,46.4,50,0
0.30742,1,46.5,46.5,50,0
0.30742,1,46.6,46.6,50,0
0.30742,1,46.7,46.7,50,0
0.30742,1,46.8,46.8,50,0
0.30742,1,46.9,46.9,50,0
0.30742,1,47,47,50,0
0.30742,1,47.1,47.1,50,0
0.30741,1,47.2,47.2,50,0
0.30741,1,47.3,47.3,50,0
0.30741,1,47.4,47.4,50,0
0.30741,1,47.5,47.5,50,0
0.30741,1,47.6,47.6,50,0
0.3074,1,47.7,47.7,50,0
0.3074,1,47.8,47.8,50,0
0.3074,1,47.9,47.9,50,0
0.3074,1,48,48,50,0
0.3074,1,48.1,48.1,50,0
0.3074,1,48.2,48.2,50,0
0.3074,1,48.3,48.3,50,0
0.30739,1,48.4,48.4,50,0
0.30739,1,48.5,48.5,50,0
0.30739,1,48.6,48.6,50,0
0.30739,1,48.7,48.7,50,0
0.30739,1,48.8,48.8,50,0
0.30739,1,48.9,48.9,50,0
0.30739,1,49,49,50,0
0.30741,1,49.1,49.1,50,0
0.30743,1,49.2,49.2,50,0
0.30744,1,49.3,49.3,50,0
0.30746,1,49.4,49.4,50,0
0.30748,1,49.5,49.5,50,0
0.3075,1,49.6,49.6,50,0
0.30751,1,49.7,49.7,50,0
0.30753,1,49.8,49.8,50,0
0.30755,1,49.9,49.9,50,0
0.30757,1,50,50,50,0
0.30765,1,50.1,50.1,50,0
0.30773,1,50.2,50.2,50,0
0.30781,1,50.3,50.3,50,0
0.30789,1,50.4,50.4,50,0
0.30797,1,50.5,50.5,50,0
0.30805,1,50.6,50.6,50,0
0.30813,1,50.7,50.7,50,0
0.30821,1,50.8,50.8,50,0
0.30829,1,50.9,50.9,50,0
0.30837,1,51,51,50,0
0.30857,1,51.1,51.1,50,0
0.30876,1,51.2,51.2,50,0
0.30896,1,51.3,51.3,50,0
0.30916,1,51.4,51.4,50,0
0.30936,1,51.5,51.5,50,0
0.30955,1,51.6,51.6,50,0
0.30975,1,51.7,51.7,50,0
0.30995,1,51.8,51.8,50,0
0.31015,1,51.9,51.9,50,0
0.31034,1,52,52,50,0
0.31079,1,52.1,52.1,50,0
0.31124,1,52.2,52.2,50,0
0.31169,1,52.3,52.3,50,0
0.31214,1,52.4,52.4,50,0
0.31259,1,52.5,52.5,50,0
0.31303,1,52.6,52.6,50,0
0.31348,1,52.7,52.7,50,0
0.31393,1,52.8,52.8,50,0
0.31438,1,52.9,52.9,50,0
0.31483,1,53,53,50,0
0.3158,1,53.1,53.1,50,0
0.31676,1,53.2,53.2,50,0
0.31773,1,53.3,53.3,50,0
0.3187,1,53.4,53.4,50,0
0.31967,1,53.5,53.5,50,0
0.32064,1,53.6,53.6,50,0
0.32161,1,53.7,53.7,50,0
0.32257,1,53.8,53.8,50,0
0.32354,1,53.9,53.9,50,0
0.32451,1,54,54,50,0
0.32647,1,54.1,54.1,50,0
0.32844,1,54.2,54.2,50,0
0.3304,1,54.3,54.3,50,0
0.33236,1,54.4,54.4,50,0
0.33433,1,54.5,54.5,50,0
0.33629,1,54.6,54.6,50,0
0.33825,1,54.7,54.7,50,0
0.34022,1,54.8,54.8,50,0
0.34218,1,54.9,54.9,50,0
0.34414,1,55,55,50,0
0.34777,1,55.1,55.1,50,0
0.35139,1,55.2,55.2,50,0
0.35502,1,55.3,55.3,50,0
0.35864,1,55.4,55.4,50,0
0.36226,1,55.5,55.5,50,0
0.36589,1,55.6,55.6,50,0
0.36951,1,55.7,55.7,50,0
0.37314,1,55.8,55.8,50,0
0.37676,1,55.9,55.9,50,0
0.38038,1,56,56,50,0
0.38612,1,56.1,56.1,50,0
0.39186,1,56.2,56.2,50,0
0.3976,1,56.3,56.3,50,0
0.40334,1,56.4,56.4,50,0
0.40908,1,56.5,56.5,50,0
0.41482,1,56.6,56.6,50,0
0.42055,1,56.7,56.7,50,0
0.42629,1,56.8,56.8,50,0
0.43203,1,56.9,56.9,50,0
0.43777,1,57,57,50,0
0.44502,1,57.1,57.1,50,0
0.45228,1,57.2,57.2,50,0
0.45953,1,57.3,57.3,50,0
0.46678,1,57.4,57.4,50,0
0.47404,1,57.5,57.5,50,0
0.48129,1,57.6,57.6,50,0
0.48854,1,57.7,57.7,50,0
0.4958,1,57.8,57.8,50,0
0.50305,1,57.9,57.9,50,0
0.5103,1,58,58,50,0
0.51727,1,58.1,58.1,50,0
0.52424,1,58.2,58.2,50,0
0.5312,1,58.3,58.3,50,0
0.53817,1,58.4,58.4,50,0
0.54514,1,58.5,58.5,50,0
0.5521,1,58.6,58.6,50,0
0.55907,1,58.7,58.7,50,0
0.56604,1,58.8,58.8,50,0
0.573,1,58.9,58.9,50,0
0.57997,1,59,59,50,0
0.58509,1,59.1,59.1,50,0
0.59021,1,59.2,59.2,50,0
0.59534,1,59.3,59.3,50,0
0.60046,1,59.4,59.4,50,0
0.60558,1,59.5,59.5,50,0
0.6107,1,59.6,59.6,50,0
0.61583,1,59.7,59.7,50,0
0.62095,1,59.8,59.8,50,0
0.62607,1,59.9,59.9,50,0
0.6312,1,60,60,50,0
0.63425,1,60.1,60.1,50,0
0.6373,1,60.2,60.2,50,0
0.64036,1,60.3,60.3,50,0
0.64341,1,60.4,60.4,50,0
0.64647,1,60.5,60.5,50,0
0.64952,1,60.6,60.6,50,0
0.65258,1,60.7,60.7,50,0
0.65563,1,60.8,60.8,50,0
0.65869,1,60.9,60.9,50,0
0.66174,1,61,61,50,0
0.66332,1,61.1,61.1,50,0
0.6649,1,61.2,61.2,50,0
0.66648,1,61.3,61.3,50,0
0.66806,1,61.4,61.4,50,0
0.66964,1,61.5,61.5,50,0
0.67121,1,61.6,61.6,50,0
0.67279,1,61.7,61.7,50,0
0.67437,1,61.8,61.8,50,0
0.67595,1,61.9,61.9,50,0
0.67753,1,62,62,50,0
0.67826,1,62.1,62.1,50,0
0.679,1,62.2,62.2,50,0
0.67973,1,62.3,62.3,50,0
0.68046,1,62.4,62.4,50,0
0.6812,1,62.5,62.5,50,0
0.68193,1,62.6,62.6,50,0
0.68266,1,62.7,62.7,50,0
0.6834,1,62.8,62.8,50,0
0.68413,1,62.9,62.9,50,0
0.68487,1,63,63,50,0
0.68516,1,63.1,63.1,50,0
0.68546,1,63.2,63.2,50,0
0.68576,1,63.3,63.3,50,0
0.68605,1,63.4,63.4,50,0
0.68635,1,63.5,63.5,50,0
0.68665,1,63.6,63.6,50,0
0.68695,1,63.7,63.7,50,0
0.68724,1,63.8,63.8,50,0
0.68754,1,63.9,63.9,50,0
0.68784,1,64,64,50,0
0.68791,1,64.1,64.1,50,0
0.68798,1,64.2,64.2,50,0
0.68806,1,64.3,64.3,50,0
0.68813,1,64.4,64.4,50,0
0.6882,1,64.5,64.5,50,0
0.68828,1,64.6,64.6,50,0
0.68835,1,64.7,64.7,50,0
0.68842,1,64.8,64.8,50,0
0.6885,1,64.9,64.9,50,0
0.68857,1,65,65,50,0
0.68851,1,65.1,65.1,50,0
0.68845,1,65.2,65.2,50,0
0.68839,1,65.3,65.3,50,0
0.68834,1,65.4,65.4,50,0
0.68828,1,65.5,65.5,50,0
0.68822,1,65.6,65.6,50,0
0.68816,1,65.7,65.7,50,0
0.6881,1,65.8,65.8,50,0
0.68804,1,65.9,65.9,50,0
0.68799,1,66,66,50,0
0.68782,1,66.1,66.1,50,0
0.68765,1,66.2,66.2,50,0
0.68748,1,66.3,66.3,50,0
0.68732,1,66.4,66.4,50,0
0.68715,1,66.5,66.5,50,0
0.68698,1,66.6,66.6,50,0
0.68681,1,66.7,66.7,50,0
0.68665,1,66.8,66.8,50,0
0.68648,1,66.9,66.9,50,0
0.68631,1,67,67,50,0
0.68601,1,67.1,67.1,50,0
0.68571,1,67.2,67.2,50,0
0.68541,1,67.3,67.3,50,0
0.68511,1,67.4,67.4,50,0
0.68481,1,67.5,67.5,50,0
0.68451,1,67.6,67.6,50,0
0.68421,1,67.7,67.7,50,0
0.68391,1,67.8,67.8,50,0
0.68361,1,67.9,67.9,50,0
0.68331,1,68,68,50,0
0.68282,1,68.1,68.1,50,0
0.68233,1,68.2,68.2,50,0
0.68184,1,68.3,68.3,50,0
0.68136,1,68.4,68.4,50,0
0.68087,1,68.5,68.5,50,0
0.68038,1,68.6,68.6,50,0
0.67989,1,68.7,68.7,50,0
0.6794,1,68.8,68.8,50,0
