"c","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.39916,1,40.9,40.9,50,0
0.39415,1,41,41,50,0
0.3912,1,41.1,41.1,50,0
0.38825,1,41.2,41.2,50,0
0.38529,1,41.3,41.3,50,0
0.38234,1,41.4,41.4,50,0
0.37939,1,41.5,41.5,50,0
0.37644,1,41.6,41.6,50,0
0.37348,1,41.7,41.7,50,0
0.37053,1,41.8,41.8,50,0
0.36758,1,41.9,41.9,50,0
0.36463,1,42,42,50,0
0.36325,1,42.1,42.1,50,0
0.36188,1,42.2,42.2,50,0
0.3605,1,42.3,42.3,50,0
0.35913,1,42.4,42.4,50,0
0.35776,1,42.5,42.5,50,0
0.35638,1,42.6,42.6,50,0
0.35501,1,42.7,42.7,50,0
0.35364,1,42.8,42.8,50,0
0.35226,1,42.9,42.9,50,0
0.35089,1,43,43,50,0
0.35044,1,43.1,43.1,50,0
0.34999,1,43.2,43.2,50,0
0.34954,1,43.3,43.3,50,0
0.34909,1,43.4,43.4,50,0
0.34864,1,43.5,43.5,50,0
0.34819,1,43.6,43.6,50,0
0.34774,1,43.7,43.7,50,0
0.34729,1,43.8,43.8,50,0
0.34684,1,43.9,43.9,50,0
0.34639,1,44,44,50,0
0.3464,1,44.1,44.1,50,0
0.3464,1,44.2,44.2,50,0
0.34641,1,44.3,44.3,50,0
0.34642,1,44.4,44.4,50,0
0.34642,1,44.5,44.5,50,0
0.34643,1,44.6,44.6,50,0
0.34643,1,44.7,44.7,50,0
0.34644,1,44.8,44.8,50,0
0.34645,1,44.9,44.9,50,0
0.34645,1,45,45,50,0
0.34664,1,45.1,45.1,50,0
0.34683,1,45.2,45.2,50,0
0.34701,1,45.3,45.3,50,0
0.3472,1,45.4,45.4,50,0
0.34739,1,45.5,45.5,50,0
0.34757,1,45.6,45.6,50,0
0.34776,1,45.7,45.7,50,0
0.34795,1,45.8,45.8,50,0
0.34813,1,45.9,45.9,50,0
0.34832,1,46,46,50,0
0.34853,1,46.1,46.1,50,0
0.34875,1,46.2,46.2,50,0
0.34896,1,46.3,46.3,50,0
0.34917,1,46.4,46.4,50,0
0.34938,1,46.5,46.5,50,0
0.3496,1,46.6,46.6,50,0
0.34981,1,46.7,46.7,50,0
0.35002,1,46.8,46.8,50,0
0.35023,1,46.9,46.9,50,0
0.35045,1,47,47,50,0
0.3506,1,47.1,47.1,50,0
0.35075,1,47.2,47.2,50,0
0.3509,1,47.3,47.3,50,0
0.35105,1,47.4,47.4,50,0
0.35121,1,47.5,47.5,50,0
0.35136,1,47.6,47.6,50,0
0.35151,1,47.7,47.7,50,0
0.35166,1,47.8,47.8,50,0
0.35182,1,47.9,47.9,50,0
0.35197,1,48,48,50,0
0.35202,1,48.1,48.1,50,0
0.35207,1,48.2,48.2,50,0
0.35212,1,48.3,48.3,50,0
0.35218,1,48.4,48.4,50,0
0.35223,1,48.5,48.5,50,0
0.35228,1,48.6,48.6,50,0
0.35233,1,48.7,48.7,50,0
0.35239,1,48.8,48.8,50,0
0.35244,1,48.9,48.9,50,0
0.35249,1,49,49,50,0
0.35243,1,49.1,49.1,50,0
0.35238,1,49.2,49.2,50,0
0.35232,1,49.3,49.3,50,0
0.35227,1,49.4,49.4,50,0
0.35221,1,49.5,49.5,50,0
0.35216,1,49.6,49.6,50,0
0.3521,1,49.7,49.7,50,0
0.35204,1,49.8,49.8,50,0
0.35199,1,49.9,49.9,50,0
0.35193,1,50,50,50,0
0.35179,1,50.1,50.1,50,0
0.35164,1,50.2,50.2,50,0
0.35149,1,50.3,50.3,50,0
0.35134,1,50.4,50.4,50,0
0.3512,1,50.5,50.5,50,0
0.35105,1,50.6,50.6,50,0
0.3509,1,50.7,50.7,50,0
0.35076,1,50.8,50.8,50,0
0.35061,1,50.9,50.9,50,0
0.35046,1,51,51,50,0
0.35041,1,51.1,51.1,50,0
0.35035,1,51.2,51.2,50,0
0.3503,1,51.3,51.3,50,0
0.35024,1,51.4,51.4,50,0
0.35019,1,51.5,51.5,50,0
0.35013,1,51.6,51.6,50,0
0.35007,1,51.7,51.7,50,0
0.35002,1,51.8,51.8,50,0
0.34996,1,51.9,51.9,50,0
0.34991,1,52,52,50,0
0.35021,1,52.1,52.1,50,0
0.35051,1,52.2,52.2,50,0
0.35082,1,52.3,52.3,50,0
0.35112,1,52.4,52.4,50,0
0.35142,1,52.5,52.5,50,0
0.35172,1,52.6,52.6,50,0
0.35202,1,52.7,52.7,50,0
0.35233,1,52.8,52.8,50,0
0.35263,1,52.9,52.9,50,0
0.35293,1,53,53,50,0
0.35402,1,53.1,53.1,50,0
0.3551,1,53.2,53.2,50,0
0.35619,1,53.3,53.3,50,0
0.35727,1,53.4,53.4,50,0
0.35836,1,53.5,53.5,50,0
0.35945,1,53.6,53.6,50,0
0.36053,1,53.7,53.7,50,0
0.36162,1,53.8,53.8,50,0
0.3627,1,53.9,53.9,50,0
0.36379,1,54,54,50,0
0.36627,1,54.1,54.1,50,0
0.36876,1,54.2,54.2,50,0
0.37124,1,54.3,54.3,50,0
0.37373,1,54.4,54.4,50,0
0.37621,1,54.5,54.5,50,0
0.3787,1,54.6,54.6,50,0
0.38118,1,54.7,54.7,50,0
0.38367,1,54.8,54.8,50,0
0.38615,1,54.9,54.9,50,0
0.38864,1,55,55,50,0
0.39309,1,55.1,55.1,50,0
0.39753,1,55.2,55.2,50,0
0.40198,1,55.3,55.3,50,0
0.40642,1,55.4,55.4,50,0
0.41087,1,55.5,55.5,50,0
0.41531,1,55.6,55.6,50,0
0.41976,1,55.7,55.7,50,0
0.42421,1,55.8,55.8,50,0
0.42865,1,55.9,55.9,50,0
0.4331,1,56,56,50,0
0.4393,1,56.1,56.1,50,0
0.44551,1,56.2,56.2,50,0
0.45172,1,56.3,56.3,50,0
0.45793,1,56.4,56.4,50,0
0.46413,1,56.5,56.5,50,0
0.47034,1,56.6,56.6,50,0
0.47655,1,56.7,56.7,50,0
0.48275,1,56.8,56.8,50,0
0.48896,1,56.9,56.9,50,0
0.49517,1,57,57,50,0
0.50172,1,57.1,57.1,50,0
0.50827,1,57.2,57.2,50,0
0.51481,1,57.3,57.3,50,0
0.52136,1,57.4,57.4,50,0
0.52791,1,57.5,57.5,50,0
0.53446,1,57.6,57.6,50,0
0.54101,1,57.7,57.7,50,0
0.54755,1,57.8,57.8,50,0
0.5541,1,57.9,57.9,50,0
0.56065,1,58,58,50,0
0.56587,1,58.1,58.1,50,0
0.57109,1,58.2,58.2,50,0
0.57632,1,58.3,58.3,50,0
0.58154,1,58.4,58.4,50,0
0.58676,1,58.5,58.5,50,0
0.59198,1,58.6,58.6,50,0
0.5972,1,58.7,58.7,50,0
0.60242,1,58.8,58.8,50,0
0.60764,1,58.9,58.9,50,0
0.61286,1,59,59,50,0
0.61617,1,59.1,59.1,50,0
0.61947,1,59.2,59.2,50,0
0.62277,1,59.3,59.3,50,0
0.62608,1,59.4,59.4,50,0
0.62938,1,59.5,59.5,50,0
0.63268,1,59.6,59.6,50,0
0.63599,1,59.7,59.7,50,0
0.63929,1,59.8,59.8,50,0
0.64259,1,59.9,59.9,50,0
0.64589,1,60,60,50,0
0.64767,1,60.1,60.1,50,0
0.64944,1,60.2,60.2,50,0
0.65122,1,60.3,60.3,50,0
0.65299,1,60.4,60.4,50,0
0.65476,1,60.5,60.5,50,0
0.65654,1,60.6,60.6,50,0
0.65831,1,60.7,60.7,50,0
0.66009,1,60.8,60.8,50,0
0.66186,1,60.9,60.9,50,0
0.66363,1,61,61,50,0
0.66448,1,61.1,61.1,50,0
0.66532,1,61.2,61.2,50,0
0.66617,1,61.3,61.3,50,0
0.66702,1,61.4,61.4,50,0
0.66786,1,61.5,61.5,50,0
0.66871,1,61.6,61.6,50,0
0.66955,1,61.7,61.7,50,0
0.6704,1,61.8,61.8,50,0
0.67124,1,61.9,61.9,50,0
0.67209,1,62,62,50,0
0.67243,1,62.1,62.1,50,0
0.67278,1,62.2,62.2,50,0
0.67312,1,62.3,62.3,50,0
0.67346,1,62.4,62.4,50,0
0.67381,1,62.5,62.5,50,0
0.67415,1,62.6,62.6,50,0
0.6745,1,62.7,62.7,50,0
0.67484,1,62.8,62.8,50,0
0.67518,1,62.9,62.9,50,0
0.67553,1,63,63,50,0
0.67558,1,63.1,63.1,50,0
0.67564,1,63.2,63.2,50,0
0.67569,1,63.3,63.3,50,0
0.67575,1,63.4,63.4,50,0
0.6758,1,63.5,63.5,50,0
0.67586,1,63.6,63.6,50,0
0.67591,1,63.7,63.7,50,0
0.67597,1,63.8,63.8,50,0
0.67602,1,63.9,63.9,50,0
0.67608,1,64,64,50,0
0.67589,1,64.1,64.1,50,0
0.6757,1,64.2,64.2,50,0
0.67551,1,64.3,64.3,50,0
0.67533,1,64.4,64.4,50,0
0.67514,1,64.5,64.5,50,0
0.67495,1,64.6,64.6,50,0
0.67476,1,64.7,64.7,50,0
0.67457,1,64.8,64.8,50,0
0.67439,1,64.9,64.9,50,0
0.6742,1,65,65,50,0
0.67365,1,65.1,65.1,50,0
0.67311,1,65.2,65.2,50,0
0.67256,1,65.3,65.3,50,0
0.67202,1,65.4,65.4,50,0
0.67147,1,65.5,65.5,50,0
0.67093,1,65.6,65.6,50,0
0.67038,1,65.7,65.7,50,0
0.66984,1,65.8,65.8,50,0
0.66929,1,65.9,65.9,50,0
0.66874,1,66,66,50,0
0.66753,1,66.1,66.1,50,0
0.66632,1,66.2,66.2,50,0
0.66511,1,66.3,66.3,50,0
0.6639,1,66.4,66.4,50,0
0.66269,1,66.5,66.5,50,0
0.66147,1,66.6,66.6,50,0
0.66026,1,66.7,66.7,50,0
0.65905,1,66.8,66.8,50,0
0.65784,1,66.9,66.9,50,0
0.65663,1,67,67,50,0
0.65421,1,67.1,67.1,50,0
0.6518,1,67.2,67.2,50,0
0.64938,1,67.3,67.3,50,0
0.64697,1,67.4,67.4,50,0
0.64455,1,67.5,67.5,50,0
0.64213,1,67.6,67.6,50,0
0.63972,1,67.7,67.7,50,0
0.6373,1,67.8,67.8,50,0
0.63489,1,67.9,67.9,50,0
0.63247,1,68,68,50,0
0.62825,1,68.1,68.1,50,0
0.62402,1,68.2,68.2,50,0
0.6198,1,68.3,68.3,50,0
0.61557,1,68.4,68.4,50,0
0.61135,1,68.5,68.5,50,0
0.60713,1,68.6,68.6,50,0
0.6029,1,68.7,68.7,50,0
0.59868,1,68.8,68.8,50,0
0.59445,1,68.9,68.9,50,0
